4206065066,-54468800067131,59.04811114746327,-32.81015067587256,72853,24
4207527767,-52500500067124,59.04917039879189,-32.80827000090252,72853,24
4207013807,-1104500067124,59.050918337889264,-32.807649524278276,72853,24
4194193776,-19710000067184,59.054861686341845,-32.807890165468905,72853,24
4207839743,-16227500067121,59.047821534381065,-32.80806797536109,72853,24
4207711492,-3402400067121,59.04352796259976,-32.8089712387226,72853,24
4206309443,-14295700067127,59.049850034605406,-32.80971473043475,72853,24
4207080511,-7774900067124,59.04632180802965,-32.810753990999224,72853,24
4206473916,-30743000067127,59.04770101983875,-32.80806951606554,72853,24
4194399370,-40269400067184,59.05450846871384,-32.80770454712585,72853,24
4207491749,-48898700067124,59.04917115640964,-32.81142529858222,72853,24
4206912341,-74585500067127,59.043443555672624,-32.807582278124656,72853,24
4207123224,-12046200067124,59.04813582648174,-32.80877963010491,72853,24
4207771254,-9378600067121,59.04799166244606,-32.809680706952115,72853,24
4207029639,-2687700067124,59.04668599202654,-32.81068222891743,72853,24
4205893659,-37328100067131,59.051633085588655,-32.80890017409169,72853,24
4206416072,-24958600067127,59.04607539635994,-32.80989325682314,72853,24
4206641802,-47531600067127,59.050096614004005,-32.807984653233724,72853,24
4194990838,-5654500067176,59.0553623784661,-32.80810604658971,72853,24
4194897534,2103200067176,59.05436191410337,-32.80771023650107,72853,24
4206781454,-61496800067127,59.04978033249076,-32.81109209094501,72853,24
4204853401,-66853500067137,59.04654267221277,-32.80743045536678,72853,24
4205652404,-13202600067131,59.045675566391814,-32.80714289881372,72853,24
4204866426,596900067134,59.053028239958294,-32.80769874906631,72853,24
4205226820,-30307500067134,59.04881292559346,-32.8100592186973,72853,24
4193136008,-2660400067194,59.054454447516264,-32.808299238605365,72853,24
4204892389,2726400067134,59.04582639081713,-32.808611333167505,72853,24
4204671055,-48618900067137,59.047407101550895,-32.807913304675864,72853,24
4204310373,-12550700067137,59.05182978272846,-32.808762825495485,72853,24
4205392446,-46870100067134,59.04788681564495,-32.8112036565429,72853,24
4204204660,-1979400067137,59.04741642825309,-32.81015213725833,72853,24
4205024139,-10039400067134,59.0481644833951,-32.80985974219738,72853,24
4204303008,-11814200067137,59.046526444850116,-32.80951639560538,72853,24
4205395425,-47168000067134,59.04575730686958,-32.8074113477016,72853,24
4204778010,-59314400067137,59.050299645498164,-32.80795683458939,72853,24
4205396136,-47239100067134,59.04948937341491,-32.80721878348578,72853,24
4205737439,-21706100067131,59.04388510476118,-32.807207589288254,72853,24
4205605220,-8484200067131,59.04631894011746,-32.806872187554404,72853,24
4205180562,-25681700067134,59.048356759880384,-32.8121727343003,72853,24
4204933320,-957500067134,59.05122278838363,-32.80690356842421,72853,24
4204289473,-10460700067137,59.05085400344618,-32.81008355074603,72853,24
4204333873,-14900700067137,59.05299396756296,-32.80764756479687,72853,24
4203861232,-24881200067141,59.052275501155044,-32.8080853582346,72853,24
4204409260,-22439400067137,59.046416928415134,-32.80851121754725,72853,24
4204312107,-12724100067137,59.05265811512591,-32.80752707680535,72853,24
4202445398,-2440100067148,59.04717797019941,-32.806945000292345,72853,24
4202816666,-39566900067148,59.049394893804894,-32.808743534216944,72853,24
4202674503,-25350600067148,59.053053981899396,-32.8078804868388,72853,24
4203111457,-17380300067144,59.04943793451205,-32.80795822976545,72853,24
4202836668,-41567100067148,59.04856738195819,-32.8089452673829,72853,24
4203466435,-52878100067144,59.052321324647,-32.80877383022465,72853,24
4201727582,-51755600067155,59.05156395371601,-32.80931688777145,72853,24
4200217443,-14497900067163,59.05626451975212,-32.80700137130784,72853,24
4201264730,-5470400067155,59.05115217093337,-32.80890162076094,72853,24
4200972638,-35248000067159,59.05255806320036,-32.80779003796106,72853,24
4207940516,-26304800067121,59.051055383346416,-32.80784473764646,72853,24
4208155642,-47817400067121,59.04737360079224,-32.8120633195872,72853,24
4196174394,-15834200067167,59.05196362207869,-32.808262232707385,72853,24
4201214763,-473700067155,59.04887955264902,-32.80802041098981,72853,24
4200796121,-17596300067159,59.049694806854234,-32.80780919493336,72853,24
4201185172,5311900067155,59.05131503430936,-32.80998923710881,72853,24
