11981129099772606,51.160565930796366,-44.63372755171677,25048.621525285816,27228.413247812816,1.7899822,1.7961558,0,0,0,0,0,0,24.563742086777612,4.519746018846407,40.425476,0.9798291102852072,0.0,0,0,0,0,0,23.5242636781267,0.19977623407853973,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.0,0,0.01446631391248618,0.08557112390688648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25050.552193903506,27224.954473055008,99.56186100092967,25.132889252086496,-5.50253374716308,0,0,0,0,0,2105.88633999564,1759.1327444899678,-1390.0830599881597,464.37448,370.20074,387.91098,25062.95204833285,27219.896603143232,1157.69925322755,127.64362756315965,2.613788996382842,2.6955287541648327,0.000821445178610728,-29637.232,19563.367,-24757.19,1,0,0,1,0,0,0,25048.0,27228.0,10.332437782044357,1,0,0,0,0,0,0,0,57868,554
11981129099772605,51.15629407525304,-44.637059312507766,25102.701621079414,27167.851324506293,1.8748343,0.74719906,0,0,0,0,0,0,25.23451057455215,4.555404788233183,40.706745,0.9781484801764184,0.0,0,0,0,0,0,23.495012785066237,0.19600015190709064,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.0,0,0.09803235711848682,0.2831461228860015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,25101.911694162558,27166.838373525967,12.108245299764175,75.9470712947789,-11.540997282756765,0,0,0,0,0,597.4987333936419,3014.910699311146,-920.5643285446004,148.3523,285.7396,748.5687,25096.41554602117,27185.52151136405,893.9891235985026,110.98377993492814,2.6126198407009835,2.6953757027343626,-0.00115235164966677,-8232.349,12683.553,-41539.492,1,0,0,1,0,0,0,25102.0,27168.0,18.92689623362863,1,0,0,0,0,0,0,0,57868,554
11981129099772604,51.156231741432855,-44.63638486792557,25103.63087474955,27179.984836612664,0.572592,0.4824159,0,0,0,0,0,0,24.26296031352694,4.536391944662385,40.675198,0.9785090367347435,0.0,0,0,0,0,0,23.537640530376464,0.2029976931770832,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.0,0,0.023546564810101717,0.054137727846493844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25103.456362042518,27180.149696427245,0.9890541328531122,1.0744131735996534,-0.2489238938051029,0,0,0,0,0,0.9356355297904483,1.5432470690989393,-0.25092604554694015,0.45161733,0.4189752,0.7449024,25103.53851713734,27180.054209469257,16.041131793397653,3.8714077447148063,2.612438391769981,2.6952981717276274,-0.0015507351496091219,-0.87419736,0.23444907,-1.4419104,0,0,0,0,0,0,0,\N,\N,\N,0,0,0,0,0,0,0,0,57868,554
11981129099772603,51.161092695148675,-44.636008535949244,25041.433516474142,27187.420098442966,1.3445007,1.2038622,0,0,0,0,0,0,26.577466802275996,4.530743514128016,40.527622,0.9786133020650409,0.0,0,0,0,0,0,23.43871603912857,0.18508883124032727,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,0.11959975184094088,0.1288127046687808,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,25041.910860089814,27185.685523679735,8.984269254338862,40.886159130222296,-15.573323318173705,0,0,0,0,0,23.056725643625363,1215.509163058466,-126.88678569436152,7.884611,50.794247,415.6626,25040.21212052855,27199.76411079007,221.93232863393274,37.94663701186795,2.613004719773504,2.6967447032977416,0.0015083158203263826,-149.59721,823.26996,-7886.4976,1,0,0,1,0,0,0,25042.0,27187.0,15.660450959488935,1,0,0,0,0,0,0,0,57868,554
11981129099772602,51.15878942482263,-44.63607110466298,25070.927020705993,27185.98132996127,0.016755352,0.019055553,0,0,0,0,0,0,4238.9232619560935,9.439684619614617,40.64433,0.9786261036181378,0.0,0,0,0,0,0,17.931861113693085,0.0024178327182749126,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.0,0,3.4461188536350805e-05,1.0107303882733731e-09,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,25070.92571249988,27185.96253395132,8.728051984262137,11.793863725133933,-2.266076180999372,0,0,0,0,0,8.695187649803689,11.745758612843371,-2.2525631251014513,0.06063599,0.051055826,0.08190919,25070.926345679254,27185.972013740975,8515.721138358116,29.69224172132496,2.612570120685415,2.6961700402514293,-3.076248210866024e-05,-0.90020925,0.23320699,-1.2160337,0,0,0,0,0,0,0,\N,\N,\N,0,0,0,0,0,0,0,0,57868,554
11981129099771907,51.148249619464195,-44.63463843408855,25206.225428709902,27210.333727004407,0.22595887,0.31624076,0,0,0,0,0,0,47.247429060793195,4.575996226185586,40.724434,0.9795653539144609,0.0,0,0,0,0,0,22.8140545459338,0.10515545235728117,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25206.33245862005,27210.22857027511,1.808343723868925,4.518545586197527,-1.695189668585557,0,0,0,0,0,1.856881763528439,4.463228141914241,-1.6208511960472776,0.48358086,0.60838515,1.1623421,25206.27399409635,27210.281398084917,42.104615317504795,5.482574401292774,2.613881090187953,2.6913971647746977,-0.005614792246490124,-1.3256339,1.1571307,-3.1863132,0,0,0,0,0,0,0,\N,\N,\N,0,0,0,0,0,0,0,0,57868,554
11981129099771905,51.153826546970414,-44.63608767865906,25134.499745212674,27185.007101197763,0.020071499,0.020385643,0,0,0,0,0,0,735.1076293605718,5.778550674679827,40.699917,0.9787116228919055,0.0,0,0,0,0,0,19.834122674686324,0.008534779708362954,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25134.504932681826,27185.009686951915,2.5714191553546173,2.6003394087431495,0.020197105220428377,0,0,0,0,0,2.5703026270551876,2.5979769584131134,0.01998679494907111,0.06364071,0.045243748,0.06432593,25134.50235942254,27185.008400840044,666.1827471318649,8.247345361198127,2.612709814031101,2.6942100355139833,-0.0028385893577944766,-0.2624335,-0.0020406954,-0.2652591,0,0,0,0,0,0,0,\N,\N,\N,0,0,0,0,0,0,0,0,57868,554
11980991660819003,51.45646351431305,-44.628677628266864,21258.637342504175,27352.546206173112,1.4715343,1.4010804,0,0,0,0,0,0,15.893449734833998,2.2440619635821495,60.909462,0.9425667273401994,0.0,0,0,0,0,0,\N,\N,\N,\N,23.996954568152805,0.15329958946808891,\N,\N,\N,\N,\N,\N,1.0,0,0.0973365998508089,0.10832648986376714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,21258.34915094278,27352.39055225663,10.259911076575369,9.301358050190162,0.9954245733168852,0,0,0,0,0,10.305620723653185,9.184005820536335,0.9950169552979528,3.72966,2.5026085,3.3237414,21258.493098316707,27352.471131838494,27.197722575976606,4.921501796089519,3.8576518866839744,3.7643244216714034,-0.2014066274554473,-9.177764,-0.88612133,-8.1789,0,0,0,0,0,0,0,21258.0,27352.0,10.734154234453264,1,0,0,0,0,0,0,0,57868,559
11980991660818495,51.45918307439363,-44.63124116475145,21223.47232358768,27306.636327547025,0.40389442,0.375056,0,0,0,0,0,0,17.527359746932387,2.0780717408702083,61.01912,0.9410916019559066,0.0,0,0,0,0,0,\N,\N,\N,\N,23.89070874851295,0.1287266169990276,\N,\N,\N,\N,\N,\N,\N,1,0.0,\N,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,\N,\N,\N,\N,\N,1,0,0,0,0,6.140824724103762,3.3145690890904125,0.8930294749169839,2.2934241,1.2145494,1.2378976,21223.765911408398,27306.65237340457,17.770875371194506,3.3184594992873806,3.8560954534449405,3.7633288902762794,-0.20234721146316667,-3.8053176,-0.5533883,-2.0539567,0,0,0,0,0,0,0,\N,\N,\N,0,0,0,0,0,0,0,0,57868,559
11980991660818494,51.46129843506797,-44.63139270030755,21196.353494727,27304.0952875822,0.2599075,0.18475525,0,0,0,0,0,0,37.63702836982913,2.304055945524869,60.95192,0.9413551072015456,0.0,0,0,0,0,0,\N,\N,\N,\N,23.060961683989497,0.06646637809083575,\N,\N,\N,\N,\N,\N,1.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,21196.51132248373,27303.967941348452,6.99272585059246,6.384725542444777,-0.4934583021717716,0,0,0,0,0,6.9175326006477444,6.333743423083491,-0.4235622589906978,1.3197035,0.89475334,1.2083302,21196.42972037221,27304.032914797746,47.999685308057,4.578608831534683,3.8550201012850596,3.7613810103572876,-0.2032136510742633,-3.021203,0.184989,-2.7662356,0,0,0,0,0,0,0,\N,\N,\N,0,0,0,0,0,0,0,0,57868,559
